,comment,eng
275,First game and ready for the next. Each play gets better.,True
276,Fantastic return to relevance for Days of Wonder.  The art and gameplay are both phenomenal.  My pick for best game of 2014 so far.,True
277,"Logging all Dominion plays under this entry.  It's great, and the expansions add an incredible amount of variety.  Update: I would rate the base game about an 8, but as a whole, Dominion is a 10. I've now played most of the major deck-building contenders (DC, Marvel, Ascension, Thunderstone, Trains) and Dominion is still easily the best. Dominion has explored almost every conceivable facet of the deckbuilding genre at this point and I don't see many ways it could be improved. I like that some of those other games let you play all of your cards on a turn, but it's usually easy enough to get extra action in Dominion. Great game, still the best in class.",True
279,"[2011-06-25] Kipróbálva a 2011-es év egyik Év játéka jelöltjét kellemes tapasztalatokat szereztem, de közel sem nyűgözött le a játék. Hatféle szimbólum és hat szín kombinációját rakjuk le kis fatéglatestek formájában, ebből alakul ki a szép végeredmény a játék végén. Mindenki hat elemből választ és vagy színnel vagy különböző formával szabályosan annyi elemet rakhat le, amennyit egy sor kialakításával létre tud hozni. Aki a hat különböző szimbólumot vagy hat különböző színt létre tudja hozni bónusz pontokat kap lerakáskor. A játék nem nehéz, akár családdal is játszható, de én mégis úgy éreztem van min gondolkodni és jobban is játszhattam volna, ha több időt töltök a lehetőségek végigszámolásával, amivel viszont rendesen elnyújtható a játék. Jó játék a Qwirkle, de valahogy nem annyira elegáns, letisztult, mint a Genial vagy a Rosenkönig számomra.  [2011-08-12] A játék hibája a nevéből létrejövő hatosokért járó bónuszrendszer, ugyanis ha a gyengébb játékos sokszor feladja a labdát a mögötte ülőnek (5-ösöket hoz létre), azzal tulajdonképpen megnyereti a játékot vele. Talán ezt kevesebb bónuszponttal egyensúlyoznám ki. 7->6",True
280,"Interesting little abstract game, similar in some ways to ""Ingenious"".",True
281,"Currently, this is one of my favorite worker placement games.  It's fairly tight, not completely predictable, and fairly smooth play.  I will rarely turn down a game.  My minor issue is that there are fiddlely rules if/when you replace one of your starting workers, with losing an ability.  I understand the desire to have players keep (or upgrade, not replace) their starters, however it's a little clunky.  This is a very minor nit and won't really affect game play.  ",True
282,plays and comments under 1910 as we always use that because of the bigger cards. ,True
283,"Az eddigi idei esseniek közül ez tetszett a legjobban, igaz ezt is vártam a legjobban. Várakozásaimhoz képest csak enyhe csalódás volt, de még így is bőven a bármikor játszom vele kategória. Szép, gyors, taktikai, intuitív. Egyedül egy pici spiritusz, pici egyediség hiányzott nekem, de ez legyen a legnagyobb baj. ------------------ 10 játék után, csak egyre jobban szeretem. Újabb és újabb dolgok kerülnek a felszínre. Kiváló játék, bármikor szívesen leülök mellé. -> 10",True
284,"Great ""indirect thinking"" game.  Fun for the whole family.  Lots of laughter trying to explain card plays.",True
285,"I don't like this game that much, the core mechanic of the game is not very fun to me.",True
286,Way better than the multiplayer version.,True
287,"Hmm, not my kind of game. It don't like the time pressure and the theme doesn't appeal to me either. And if you get more experienced and be able to build a good ship in a short time, then still it is rather random how your ship will survive. So, the game is well thought out, but it just isn't my kind of game.",True
288,"This is a polarizing game. Strictly, for those that want to see what happens, and not for those that want to react and change their future.  Cobble a ship together.  Sit back and see what happens to it.  There is a minor amount of pushing your luck. Most of the game is to see if your ship can take a beating better than other players.  Random and frustrating.  Little control.  Poor get poorer. Not much ""game"" to speak of. Worst of all because there is so little to actually do after building the ship, it's rather boring.  The more I think about it the more I dislike Galaxy Trucker. It's weird, because I am a fan of experience games and will give them all the slack that they need, but it's just too random (with both tiles, cards and rolls), little interaction or real decisions within the game itself and is topped of with just about zero narrative. Ugh.",True
289,"This game did not live up to the hype for me. Minimal strategy, timed play, and random results are all negatives.",True
290,"This is the decent blend of AT and Euro mechanisms. I say this because on one hand you can try for area majority/VP and can co-exist with certain of your opponents units without resulting in combat. Each god can try for completing objectives for various benefits throughout the game as well as an instant Victory. Direct conflict can also be advantageous through your units/cards. Finding the right mixture of strategy and tactics based on what your opponents are doing is key for victory.  The asymmetrical powers of the four gods are fun to explore.  What makes this an interesting design is that it's a wonderful blend of euro area control with ameritrash combat and ccg-esque card abilities.  Every game has it's flaws. If I was to pick one with this game is that it can be very chaotic. This shouldn't surprise you as the word is part of the games name. No matter how well a person plays, you may not have a chance in winning based on the player induced chaos and potential kingmaking.  While the 4 gods seems to be mostly balanced with one another, in the base game anyway, there are some upgrade cards for each god that are better than others which leads to a bit less choice in the game.  Other things to mention is that there is an action point system in place which I like, dice is used to resolve combat which is ok, and it will not be a 3 hour affair like some other FFG games which is awesome. The visual design and components are heavily themed (and sadly, not very functional at all), though some may be turned off by the theme.   This used to be one of my favorite games, but it's fallen out of favor due to a very disappointing expansion, some points I haven't mentioned and, various reasons I outline here:  https://www.boardgamegeek.com/article/9780933#9780933",True
291,Great expansion! This looked at what was missing from the base game (unique monsters) and fixed it. Great!,True
292,"When I played the original Dobble I was intrigued.  I thought it was a cute idea, but nothing big.  When I broke out Spot It! with my family, everyone instantly took to it and almost instantly understood how to play.  Whenever we play the kids want to keep going.  Even our almost-3-year-old can play, and can sometimes beat the adults!  Any game that can bring together the family so quickly, so easily and with so much fun has to be an instant 9.   The different variants are all pretty fun, I think my favorite is the Poisoned Well.",True
293,Great building game witha lot of tension throughout the game. Esspecially good with kids.  Gameplay: :star::star::star::halfstar::nostar: Replayability: :star::star::star::halfstar::nostar: Fun/Social: :star::star::star::star::nostar: Components: :star::star::halfstar::nostar::nostar: Rules: :star::star::star::star::nostar: ,True
294,"An ablsolute classic that has been ""copied"" and spawned multiple variants. But the basic original is by far the best. One of the most reliable party games!",True
295,"This is a standard auction game with one pretty unique feature that really elevates it and makes you think differently about the game than most others.  In this players will bid to win auctions of regions at the start of each round.  The regions will provide many different benefits from income, to farmers that will increase income based on that round's harvest, to building blocks for building pyramids, to special action cards that give players additional abilities.  After each player has won an area they spend money to buy stuff.  Either farmers, action cards, or building blocks.  Everything except the building blocks is limited by the region(s) they own.  The building blocks are arguably the most important from a scoring perspective though as once you buy three for an area it becomes a pyramid and those are worth the most points.  The really unique feature for this game though is that after 3 rounds the board gets scrubbed...almost.  Everything disappears, including players ownership of regions, except the pyramids which stand the test of time.  So for the second half of the game when regions show up at auction you may be bidding on an area where there are already some pyramids built and like I said those are worth the most points.  This creates a really interesting dynamic.  Every pyramid you build in the first half of the game could go to another player or not even show up at auction at all during the second half.  Not to mention the rest of the game is decent too, it doesn't do a whole lot new, at least not for 2015 (this game was originally released 12 years ago), but is a more standard auction/economic game.  It's this neat changing of ages that really makes it stand out.",True
296,"Preliminary rating is 7: Solid Euro from grand-master Knizia himself. This is how games where done before Mr. Feld entered the scene. I have to play this more to decide the final rating. The game is rather abstract but once the players get used to it, the game offers a lot of tension.",True
297,"About [thing=205059][/thing]:  [b]1) What is it?[/b] [thing=205059][/thing] is the follow-up to [thing=83330][/thing], and it remains a game of horror, mystery and investigation in a very personal and small frame: usually a mansion or a manor. But it has two major changes: it is fully cooperative (well, at least for the majority of the time) and is app-driven.  The full cooperative and app-driven changes made possible for [thing=205059][/thing] be a good option for solo play, while in the first edition, this would only work in a few scenarios - none in the base game.  And it also made possible for the game to retain the mystery aspect of uncovering clues and unfold an investigation without the need of getting everything ready and in the proper place ahead of the time, and took out the drama of one mistake making the whole play impossible to finish, which is a major bummer when we are talking about a 2-5 hours game. This all means the game comes with a lot less cards (no more Keeper cards nor combat), and the set up is basically sorting some decks and tokens, picking investigators and scenario and went for it: a 10-15 minutes affair instead of the brutal time the first edition had.  Replay value seems higher, as the app can generate different configurations for the same mystery.   The 2ed kept, however, the quality in art and miniatures, and the box is even bigger than before - most in the count of the Star Spawn miniatures.  [b]2) How do you play?[/b] Much like in the 1st edition. Players will try to solve a mystery by going to a dreadful place. Every person has two actions, and the main actions possible by the investigators are: - move up to 2 spots; - search; - fight; - take items; - trade.  Depending on the action done the app will call for some test. Dice are rolled and they are all d8, with some sides being success (elder sign), possible success (clues) and failure (blank). Player can turn the possible success into full success by spending clues, on a 1 to 1 ratio.  As before, the spells are double-sided, and once used, they can have some unexpected effects. Damage is handled different now: there are, still, Stamina and Sanity, but when either is damaged, players take cards: some will go facedown (just marking damage as if counters) and others face up, having constant ill effects. Is possible that, during the play, sometimes the app will call for the player to turn over one of her damage cards - the effect on the other side will be applied then. This is highly thematic, as old wounds open and come back to hinder again, and passsed traumas surface to make the person relive traumatic experiences.  If an investigators gets insane, the player takes one insanity card, which might add or change the way that investigator will win the scenario, usually giving the investigator something to do, even to the point of becoming a traitor.  Once everyone has had their turn, the Mythos phase come in. Monster will move and attack, if they can, some random or scenario-based events will take place, sanity will be rolled for those facing creatures, and so on.  Then is back to the investigators. Play will continue until the mystery is solved inside the time available, or until things end up in failure.  [b]3) Which are the decisions made during play?[/b] Which action to do. Normally the state of the game will show what is more pressing. Some guesswork might be necessary in order to find the evidences, or spots to be, or what the investigators truly need to do in order to win. But the scenario will provide clues in order to lead the investigators to the objective.  Normally the decisions will be group-based: ""I do this, you do that, she goes there"" and so on. Positioning and proper teamwork will be keys to win, regardless of the scenario.  [b]4) What are the good things in the game?[/b] - Great production value, from art, to components and graphics; - Strong thematic experience; - Due to the unknown results of many actions, an alpha player won't have an easy time here; - Set up and tear down aren't big issues, specially considering the ""size"" of the game; - Downtime is less of an issue as it was in 1st edition (specially when considering combat and the Keeper phases); - No more ""I will always be the Keeper"" thing.  [b]5) Which are the bad news?[/b] - Is app-driven (hey, is my opinion and I don't like app in my analogic games); - Replay value, while much less of an issue than before, is, still, an issue; - Less fearful for the investigators than its predecessor.  [b]6) How do you feel while playing?[/b] Begrudgingly. I'm not a fan of apps in games. The less they do the more I like. Still, after going with my cane towards the ipad to say for it get out of my lawn, I must admit that the game was enjoyable and I wasn't as bothered as I thought I would. For a game that part A must happen before B and this one before C, otherwise things won't work, a computer program will take care of it better than humans in a hurry of playing already. An app was a good decision - it could be handled some other way? Probably, but the digital do allow for a type of freedom to add and change that the analog simply doesn't.  Now, does the second edition has a weaker parts when compared with the 1st? Yes, a few. The presence of a Keeper means the actions done to the investigators tend to be more focused, as in the 2ed, since the app doesn't take into the consideration the place the investigators are nor which actions was done by who, it means that the occasional event targeting someone happens by chance.  Also, a Keeper brings more tension to the game: the actions of the investigators tend to be done with one eye on the board and the other on the Keeper. ""Will let me move freely? Will he use one of her cards now? What devilry is she planning?"", and so on. As the AI is only activated when ""touched"", several actions are ""safe"" - in most, almost all cooperatives, this isn't an issue, but when you get in a terrible place, in a personal level, one would expect a constant feeling of tension and fear, and in MoM 2ed, this simpy isn't there.  Still, in the end, the 2ed improved the gameplay and easiness to get into the meat of the play. It isn't without flaws nor weak points when compared to the 1st ed, but when considered which one people will be playing more often and won't be scared of actually playing (mainly the Keeper), the 2ed is the clear winner.",True
298,I was very underwhelmed by this game.  The much hyped Crossroads card system was a big dud.  This felt like a very meh co-op game where a single person could lose because of bad card draws.,True
299,"XCOM is a cooperative game based on the popular alien invasion computer game.  Each player takes on a role with very different tasks, and they have to make decisions within a certain time limit.  Communication is allowed, with is good because all the roles affect one another, but the time limit constrains the amount of help other players can provide.  Many of the random factors are provided by an external app, but results are generally determined through a push-your-luck dice rolling mechanism.  While this game does well to simulate the pressure and narrow margins experienced in the computer game, I was surprised that they added a timer to the board game version of a completely turn-based computer game.  I'm neither a fan of cooperative games nor time pressure, so I didn't really enjoy this.  (1 play)",True
300,"Hard to judge. We had fun playing with this, but the gameplay seemed very weak, with the app and speed element just serving to distract from how little was really going on. I would play this again (and would like to play again in other than the Coms role, which seemed like it had the least going on), but would not buy it. It also seemed to take a lot longer than appropriate for the gameplay. The app is an oddity. While some other games have used apps to handle onerous tasks for the players (One Night Werewolf), track information between games (Galaxy Defenders), or implement innovative mechanics that would be hard to manage in a normal game (Alchemists), the app here seems to exist mostly to provide one player with onerous tasks to perform, as the coms player must effectively act as a loudspeaker for the app and engage in a lot of busywork button pushing. +co-op+",True
301,"Ok coop, but I don't like the stress. It also gets one less in rating due to the app requirement.",True
302,"Players have four different roles in fighting the alien invasion. The commander controls the budget, reads the news and is responsible for global satellite defense. Another player is tasked with placing the interceptors and tracking UFOs. There’s a scientist researching improved skills and a squad leader defending the base and resolving missions. The placement parts and attacks are performed real-time while the resolution is turn-based.   It’s a fun experience to play once but I don’t need stress when playing games. The real-time puzzles only work on limited time as they are rather simple decisions on resource allocation based on obvious necessities. The resolution part is plain push-your-luck with good rolls deciding the game. An ok game but for the rare instance where I’m looking for a real-time cooperative fix I remain with Space Alert.",True
303,"I've not played the video game, so I was coming to this with fresh eyes.  Frankly, it just wasn't fun.  My main problem was that the results of the round were spit out from the app seemingly independent of what we'd done in our play.  There were never any thoughts of ""man, I wish I'd done this differently"", because I had no idea what effect that would have on the outcome. ",True
304,"Decent hand management game where you are betting on which monsters are going to do well. The nice twist is that the monsters give you abilities to influence the outcome of each round. It's fun and not super long, definitely worth pulling out from time to time.",True
305,"It has to be played with the secret betting rule, which makes the game way more tense and engaging. ",True
306,"À l'époque, ce jeu devait être génial. Presque 20 ans plus tard, il demeure intéressant mais il a depuis été rattrapé et dépassé. À jouer à l'occasion.",True
307,"flicking racing game, german name: carabande.  For its time, it was innovative.  Now, I feel like it is a pleasing classic but not as good as other flicking games.",True
308,Aren't there better dexterity games?,True
309,"A reasonable time waster between games, although I'm not sure it's worth the fuss involved in setting up, tearing down, transporting, storing.",True
310,"A short, fun filler. A very simple dexterity game with top quality components. More like a toy than a game, though.",True
311,"Ok occassionally - but I'm just not that into dexterity games. Catacombs has totally eclipsed this now.  ** Update, been gathering dust (literally), now traded",True
312,"The ""hook"" for this game isn't bad for a party game; you have to avoid saying any of the six or so forbidden words on the card.",True
313,The definitive spelting game. I will only play it as a 2-player game.,True
314,I love this game. A great cooperative family game. Usually the good guys win but every once in a while the bad guy gets away. The one problem is that it sometimes becomes one player directing all of the other detectives. This is fine as a 2 player game but can cause hurt feelings in a multiplayer game.,True
315,Nice game. I always wanted to be Mr.X! I'd like to play this again sometimes!,True
316,"I enjoy the one vs. all aspect of this game, and the intensity of the chase. It's just too long to get a lot of play but I like pulling this out from time to time.",True
317,"This was fun.  More fun than I expected.  Unlike Fury of Drac, this was really distilled down to the find. We, as the hunters, really started clicking on how to corral X.",True
318,"Very playable as a 2-player game.  I strongly recommend getting a Ravensburger edition.  The components are much nicer.  We rarely ever played this, so I traded my copy away.  Inspired by a recent play of ""Fury of Dracula"" and some interest from one of my frequent gaming opponents, I have bought a used copy for the collection again.  ""Time Vault""",True
319,"I had some fun with this, and I can see that the different scenarios would add some variety to the proceedings.  But for me, cooperative games just don't soar that high.  I don't really enjoy the ""us vs. the system"" mode of gaming.  Handsome game, and assuming you like co-ops, I can imagine it would be a nice game for you.  But for me, I'd prefer to play something else.  Not horrid, and I'd play occasionally if asked.",True
320,"SOLD IT!  Just never wowed me. Looks amazing, but the decisions made in the game kinda felt swallowed up by the typical draw card - react adventure builder mechanic that I tend to avoid in gameplay.",True
321,"Players roll dice in order to get actions and resources, that allow them to play cards with special powers on the table, and score points. Nice, but a little brainy, cause there are so many interactions. It probably lasts longer than it should; two ""years"" would be enough. Some cards seems overpowered, specially the one that costs just one token and cancels four points to all rivals. The pasted theme and the players' colors (purple, orange, gray and light green) are odd; too fairy for my tastes. Nevertheless, the art is nice. Overall a good experience, but if I'm on the mood for special powers and rolling some dice in a light game, I would probably pull ""To Court the King"" first.",True
322,"Good abstract wargame, but will it last?",True
323,THE best two player game? At least one of the best. A true classic! It can compete even with the new two player games! But it has a very large learning curve and may therefore not be for everyone! :),True
324,A great card version of the game Puerto Rico.,True
325,+ one of the best abstract games + good quality - constantly flipping markers  Secret Santa 2016,True
326,Two player abstract game that I have not played enough to give a detailed review.,True
327,"Who knew that the way to fix Four In a Row and Othello was to combine the two? It really is astounding how a few simple changes to some old and tired concepts can create a whole new experience. If this trend continues, the Gipf series might yet turn me into an abstract fan.",True
328,Sweet spot for a light game,True
329,"It's a great looking game with OK game play. I was actually curious to try this out. One play left me a little cold, maybe because I got totally hammered and was essentially out of the game after three rounds, or maybe because I wasn't paying enough attention.  I'd give it a try again, but for programming movement, I'd rather play something with a bit more going on such as Lords of Xidit.",True
330,"This is truly a unique gaming experience. I've not played anything else like it. And, I can't imagine that anyone could conceive of a game like this without the benefit of all the creativity of modern board game designs in the last 15 years.  This is a tough, unforgiving deductive game. There's no way you're going to introduce this to casual gamers. Plus, there's more to the game than simply the deductive puzzle. Turn order matters... racing to claim artifacts and other scoring methods matters... yeesh.  I'd happily play this again. The app integration is genius. But there's no way I need to own this. Who the heck would I play this with other than my own gaming group?",True
331,"I liked the theme, fitting title and components which are well done and better than countless grey plastic miniatures. The teleporting of items between characters searching different locations and the dog equipped with martial arts abilities detracted from the experience and once you decide what your characters are best at there aren't many interesting decisions to be made each turn. Also because the red infection die can kill off a character in one roll, there's even less incentive to change locations. It has a similar feel to BSG (co-operative with hidden traitor) but plays faster which is a plus.",True
332,"Great potential, althought, lenghtly downtime in a 4 or 5 player is bad basically no interaction with each player beside very very few trade of equipment, a lot of the secretive objective seem way too random to even try to do them, because you don't have the effect you want when you want. the big random may effect a lot of your chance of winning, getting 3 character kill by the 1/12th chance of instant death of the being bitten, meh! the zombie seem tacked on and doesn't do much, they are forced action to not be instantly killed by them",True
333,"Zombies are no longer as entertaining as they used to be, and as such this may be the last zombie-themed game that I ever play.  I'm just plain burnt out.  Though if this one is really good, it will be the last one that I need anyway.  Right?  With its Crisis cards and traitor mechanic, the game is a clear offshoot of Battlestar Galactica, but I imagine that's common knowledge by now.  Thankfully, I think it's a bit shorter than BSG, depending on the scenario.  Criticisms and comments:  Having all players pre-roll their dice speeds up the game and allows for careful planning, but it also drains some of the tension from the game.  My biggest complaint, strangely, is that the flavor text doesn't appear frequently enough, but when it does it tends to be a bit too long. I also wish that players weren't aware of the possible outcomes of their Crossroads decisions, since it's more fun (Arkham Horror style) when decisions lead to unexpected and/or funny results.  That would make Dead of Winter less of a game and more of a story, however.  [i]Update:[/i]  I need to spend more time thinking about DoW, but I'm leaning towards the idea that the system is deeply screwed up. The semi-coop nature of the game, where every player - even the ""good guys"" - has his or her own secret agenda leads to seriously wonky behavior.  I usually find semi-coop games extremely amusing (e.g., Terra, LOTR dice-building game, Gloria Mundi) because truthfully they're social experiments that barely even count as games. The difference between Terra and DoW, though, is that DoW is a lot longer. Watching a game crash and burn after 30 minutes, to me, is pretty darn funny, but I've learned that watching the same thing happen after 2-3 hours is not much fun. Even if I'm the one causing the game to crash.  An interesting point, which has now been debated on BGG at length, is that a ""good"" player who can't win (i.e., their secret goal is essentially beyond reach) can tank the game in such a way that no one wins. Though this only makes sense if that player is convinced that there is no betrayer, since tanking the game otherwise could lead to ""betrayer"" kingmaking.  A valid justification for imploding the game in the face of certain defeat - in my opinion - is that it causes the game to end much more quickly, which in turn allows me play something else with my crazy friends.  I would probably like DoW more (as a game, not experiment) if it were genuinely an ""us vs. betrayer"" coop where, to win as a group, the good guys had to beat the main objective AND all good players had to achieve their secret goals. Though this would lead to all sorts of ""secret information"" problems, since players would simply tell each other what they needed to fulfill their secret (well, not anymore) objectives. Also, for this to work, the game would need to be fine-tuned so that the main objectives were easier to accomplish in the first place.  Anyway, I think there are numerous things that are wrong with DoW (balance, gamey play, general design), but it'll take time for me to sort them out in such a way that I can communicate them clearly. ",True
334,"BSG this isn't. The crisis is done after everyone's turn, and you pretty much twiddle your thumbs when everyone else has their turn. Characters are disposable, so I struggle with who I'm represented in the game ... But as each character has a special ability and stuff they are good at and stuff they're not, the decisions are fairly trivial when it is your turn.  Overall, much much rather play BSG for a traitor/coop game.",True
335,"Solo play to learn mechanics. Tension/enjoyment must come from secret goals.  Like the mature story lines, and morbid humour . Not what I expected  from a Zombie themed game.   Mechanically simple. Need to play again as not completely gripped by fear of losing as a group or there  being a traitor (there was not in 1st proper game). I think this might be quite group dependent - the narrative needs some carrying by the players.  Tremendous down time, it feels interminable with 5 players and after being start player you can wait 30 minutes to be involved. This might be mitigated by trying to suss out a traitor. However if you are sure that theeir is no traitor and everyone knows what they are doing you could go and watch Tv for 30 minutes.  smooth game play, clever mechanics  - its no BFG though.",True
336,"Definitely not as much of a fan of this as BSG.  The zombie theme doesn't do it for me, and I just find it a bit boring.  ",True
337,"Gyakorlatilag ugyanaz, mint a schotten totten, de szerintem szebb. A második kiadás kártyái nagyon jó minőségűek, egyszerű, letisztult a grafika. Eggyel több lap van benne minden színből, mint a st-ben. Egyszerűsége ellenére egy nagyon összetett gondolkodós játék. Talán az egyik legjobb kétszemélyes játék. Nem kell félni a Knizia-hatástól, ez teljesen más játék, mint az elveszett városok, vagy a keltis.",True
338,"As a solo game I'd probably give it a better rating, maybe a 7 or an 8, but haven't tried the game solo.",True
339,"2011-07-20  Initial Rating: 6.0 (December 2010)  First Wallace game I don’t like. I like Talisman so I thought I would like Runebound. My first and only play was with 4 players and it was way too long, but the irking part was the down time between turns (I don’t mind a long game) maybe playing with 4 was a big mistake. I have to say that I really like the movement mechanics and the theme is great. In conclusion I have to play this again but as of now (2011-20-07) I think the max players the game can handle are 3 but maybe it plays better with 2.   Current Rating: 5.0  [b]Jgoyes´ Awards: [/b]  [imageid=3132798inline]",True
340,"Roll and Move game, very minute amount of strategy involved in the card play.  But not really that fun, and the game takes forever to play to boot.",True
341,"While this isn't usually my type of game, it's a pretty fun experience. Much, much better than Arkham Horror. While it fixes a lot of problems with Arkham, my favorite addition is the mystery decks. Now you have to meet certain boss-specific goals each game instead of just trying to do the same thing over and over.  Unfortunately you're still at the mercy of the dice and cards, and the difficulty seems really high. If certain monsters or events come out early, it seems like you can realize that you won't have a chance to win.  Still, lots of variety (different great old ones, investigators, location decks) and the usual great FFG production values help make for a fun time.",True
342,Nice family bidding game where players are building their own hotels and casinos. Rules are simple and the game flows quickly. The artwork is unfortunately a bit dull. ,True
343,"I like the game's mechanics and theme, however for implementation of the theme, I was disappointed.  Vegas is all about the gaudiness, flash, attractions, and one-up-man-ship.  While I loved the auctioning and laying out your casino, the other stuff really needed some chrome or different benefits to make your casino better and different.  I don't see why they also didn't add anything for the outside attractions similar to the Mirage volcano, Treasure Island boats, Bellagio fountains, etc.",True
344,"I have a soft spot for auction games, and this is a stellar example.  An oldie but a goodie, as the saying goes.",True
346,"OK secret role game. Like many of these, the whose-whose role reveal part is muddied up with some side game. In this case it is collecting loot. Still, I'll take this over Resistance any day.",True
349,"While I definitely enjoyed the one versus many aspect of the original, having played with the app, I'm afraid there's no going back. This new edition is completely legitimate, filled with tension, and wonderful interactions.  The app is a utility that I wish I had even in the old version. I would love to have removed so much of the accounting and fiddliness and still play the Overlord, but I will be more than satisfied allowing the game to run itself.",True
350,"Really like this - the app works great, and the story of the shortest game changed enough on the second playthrough that we didn't have a clue what was happening after the first room or so. Really want to try the other stories as well (just need to find the time).",True
354,"This is a pretty good drafting game. It's very light and simple, but manages to have interesting decisions, too. I think I prefer Fairy Tale over all, but this one will go over better with some crowds, both because of the theme and the complexity.",True
355,"I enjoyed my one play of this version better than my one play of the older version because the graphic design was better and probably also because I understood the nature of the game better and was expecting a lighter, take-that kind of feel.",True
356,"Nem mondom, hogy két party után összeállt teljesen a játék. Az biztos, hogy egy nagyon különleges darabról van szó, ami nagyon egyedi. Gyors, már-mér partyjáték szinten szórakoztató, de azért vannak benne döntési helyzetek és el lehet agyalni azon, hogy hogyan fékezhető meg egy-egy faj az adott partyban. Mindenképp kell még vele játszani, már csak azért is mert elsőre nem minden játszottunk jól. :)",True
357,"I like this game as a good two player game, but there are times where it is not that good.  The game is simple to play and has some strategy but it becomes ""samey"" if you play a lot.  ",True
358,"I liked this about how much I expected too. It does have nice tension with not knowing who Cyclons are, but it still has the feeling of the most vocal playing everyone's turn.",True
359,"Bought 2010-08-07.  Finally got to play it. Not underwhelmed but certainly not over exited either. A game that is fun once or twice a year but more than that and it would get stale very quickly.  I like several parts of this game, such as you never know if you'll turn out to be a cylon later on so don't make things go too well for the humans and so on. The accusations and paranoia before all the cylons are revealed is great fun, but the moment you know who is who the game get much less interesting. Just rinse and repeat until end of game. If it had been playable in half the time it would have been much better as well.",True
360,"Well, obviously a great game, but too much boredom here, and I don't really have any willingness to learn...",True
361,I enjoyed my 1 playing. But I've learned that I ultimately don't get too jazzed about games where the game revolves around special text cards that provide exceptions to rules (the purple cards).,True
362,"Overhyped. No tactics, just push your stuff to the board as fast as you can. I'll rather play Citadels or Puerto Rico or RftG.",True
363,What appears a simple abstract place and move game with nice looking pieces has hidden depths which only become apparent during play. A great filler!,True
364,"Stunning game visually (at least the KS edition with extra everything). The game itself is fun, more building than fighting, almost a puzzle game trying to get your actions to chain up as efficiently as possible. Plays much faster than anticipated, less than 2 hours with 4 players.  Will gladly play again.",True
365,"This is an interesting and instructive game, but although I've played it many times (most of them via mail or e-mail) and admire the design, I don't enjoy it enough to keep investing the time to play it.  I rate it '6' with the Gunboat rules, but only a '4' when it's played the right way.",True
366,"This is the ultimate engine-building cube converter and comes with a very intimidating chart of every building that can be built and there are a ton of them. Once you get going though it starts making sense -- I wouldn't call it easy but it's certainly manageable. Just get a good night's sleep before playing.  I really like the worker placement mechanics in this game and especially the resource wheel. Cool game, not sure I'd want to play it all the time though. Also, it's not just multi-player solitaire as you'll definitely want to [i]try[/i] to keep track of what your opponents plans may be. They can place in your buildings and of course build things that you've been saving up for.",True
367,"Unlike his other games, I didn't have that feeling of needing to accomplish a dozen tasks with only only 2 actions available and your workers starving all the while. Had a nice open ended approach and seems to always keep me engrossed.  One gripe, is that I have never liked using cards to create a board, it just looks sloppy in my eyes.",True
368,"I like it! It's quite similar to Le Havre, but I think it's more streamlined.  There's often a point in the middle of Le Havre when I am not sure what direction I should be going and don't have a good view of the game as a whole. I don't know if O&L really solves that problem, but I don't feel it as much, and it's a little easier to create generative loops. It's still a little tricky to keep track of all the powers, especially with the tiny little cards, but I really dig the powers, and the spatial aspect of the game is cool, as is the ability to control the size of a player's plot.  Fun.  (3 plays)",True
